"source_dataset_id","player_id","club_id","original_player_name","original_team_name","player_age_years","market_value_mln","value_rank","plays_in_europe","matches_played","goals","assists","minutes_per_goal","minutes_played","instagram_followers_mln"
"1","325","177","Geny Catamo","Sporting lisboa","23","10.0","2","1","1","0","0","0","120","0.11"
"1","288","119","Facundo Pellistri","Manchester United","22","10.0","2","1","120","7","9","895","6264","1.1"
"1","687","133","Mohamed-Ali Cho","Niza","20","10.0","2","1","116","8","8","574","4590","0.08"
"1","55","31","Andreas Schjelderup","Benfica","20","10.0","2","1","113","36","17","204","7354","0.111"
"1","954","60","Vladyslav Vanat","Dinamo de kiev","22","10.0","2","1","3","1","2","259","259","0.012"
"1","117","164","Boulaye Dia","Salernitana","27","10.0","2","1","201","72","16","188","13508","0.165"
"1","877","182","Silas","Stuttgart","25","10.0","2","1","167","47","23","215","10114","0.22"
"1","20","129","Akor Adams","Montpellier","24","10.0","2","1","139","54","16","156","8444","0.014"
"1","290","121","Faris Moumbagna","Marsella","24","10.0","2","1","180","61","24","177","10786","0.037"
"1","72","38","Antoine Semenyo","Bournemouth","24","10.0","2","1","211","36","26","328","11804","0.096"
"1","77","166","Armand Laurienté","Sassuolo","25","10.0","2","1","199","35","27","380","13316","0.03"
"1","683","179","Mohamed Daramy","Stade Reims","22","10.0","2","1","217","54","33","248","13369","0.115"
"1","680","41","Mikkel Damsgaard","Brentford FC","24","10.0","2","1","213","19","28","690","13109","0.109"
"1","227","64","Dilane Bakwa","Estrasburgo","21","10.0","2","1","109","12","19","559","6711","0.024"
"1","106","31","Benjamín Rollheiser","Benfica","24","10.0","2","1","126","15","10","448","6716","0.246"
"1","695","73","Mostafa Mohamed","Fc Nantes","26","10.0","2","1","260","77","22","214","16492","1.9"
"1","913","204","Tijjani Noslin","lazio","25","10.0","2","1","116","16","12","269","16266","0.026"
"1","166","44","Christos Tzolis","Brujas FC ","22","10.0","2","1","3","1","0","231","231","0.062"
"1","66","63","Ansgar Knauff","Eintracht","22","10.0","2","1","195","35","33","336","11752","0.14"
"1","371","51","Hugo Cuypers","Chicago","27","10.0","2","1","25","9","2","234","2109","0.006"
"1","506","13","Julián Quiñones","Al-Qadsiah","27","10.0","2","0","293","125","31","173","21647","0.951"
"1","220","147","Dennis Man","Parma","25","10.0","2","1","293","90","45","223","20033","0.184"
"1","984","189","Zakaria Aboukhlal","Toulouse","24","10.0","2","1","245","67","33","212","14221","3.0"
"1","905","144","Tetê","Panatinaikos","24","10.0","2","1","1","0","0","0","29","0.516"
"1","818","178","Romain Del Castillo","Stade Brestois","28","10.0","2","1","273","31","54","518","16047","0.026"
"1","837","14","Róger Guedes","Al-Rayyan SC","27","10.0","2","0","2","3","0","69","207","2.4"
"1","936","158","Umar Sadiq","Real Sociedad","27","10.0","2","1","279","129","54","150","19331","0.582"
"1","479","76","Jonathan Ikoné","Fiorentina","26","10.0","2","1","340","38","42","531","20187","0.227"
"1","278","77","Everton","Flamengo","28","10.0","2","0","28","5","5","278","1990","5.4"
"1","665","94","Mergim Berisha","Hoffenhein","26","10.0","2","1","267","105","45","167","17561","0.172"
"1","663","95","Mehdi Taremi","Inter","32","10.0","2","1","386","192","91","149","28682","5.5"
"1","341","131","Giovanni Simeone","Napoli FC ","29","10.0","2","1","363","99","27","220","21778","0.753"
"1","218","114","Denis Bouanga","Los Angeles FC","29","10.0","2","1","29","17","14","150","2556","0.143"
"1","996","74","İrfan Can Kahveci","Fenerbachce","29","10.0","2","1","3","1","0","49","49","1.4"
"1","876","158","Sheraldo Becker","Real Sociedad","29","10.0","2","1","339","50","61","462","2310","0.066"
"1","70","171","Anthony Martial","Sin Equipo","28","10.0","2","0","403","106","56","229","24276","6.2"
"1","324","133","Gaëtan Laborde","Niza","30","10.0","2","1","391","125","43","224","27973","0.058"
"1","892","61","Sébastien Haller","Dormunt","30","10.0","2","1","393","165","62","172","28457","1.1"
"1","232","166","Domenico Berardi","Sassuolo","30","10.0","2","1","398","149","95","207","30803","0.308"
"1","334","193","Gerard Moreno","Villareal CF","32","10.0","2","1","458","181","63","183","33139","0.275"
"1","664","171","Memphis Depay","Sin Equipo","30","10.0","2","0","458","172","97","175","30105","16.9"
"1","751","202","Pablo Sarabia","Wolverhampton Wanderers","32","10.0","2","1","539","121","94","280","33885","0.95"
"1","521","11","Karim Benzema","Al-Ittihad","36","10.0","2","0","825","433","200","138","59742","76.7"
"1","488","102","Joseph Paintsil","LA Galaxy","26","9.5","2","0","29","9","7","209","1882","0.065"
"1","214","50","Deivid Washington","Chelsea FC","19","9.0","2","1","43","14","0","184","2578","0.229"
"1","25","188","Alejo Véliz","Tottenham Hotspur","20","9.0","2","1","79","21","2","218","4568","0.253"
"1","982","194","Yáser Asprilla","Watford","20","9.0","2","1","126","13","13","574","7473","0.319"
"1","824","70","Roony Bardghji","FC Copenhague","18","9.0","2","1","101","23","5","235","5410","0.068"
"1","7","33","Abde Ezzalzouli","Betis","22","9.0","2","1","127","17","9","391","6644","0.264"
"1","480","134","Jonathan Rowe","Norwich","21","9.0","2","1","118","36","15","199","7169","0.021"
"1","153","65","Chermiti","Everton","20","9.0","2","1","69","7","2","388","2719","0.122"
"1","374","103","Hákon Arnar Haraldsson","LOSC Lille","21","9.0","2","1","1","0","0","0","71","0.025"
"1","512","196","Justin Njinmah","Werder Bremen","23","9.0","2","1","105","42","17","164","6901","0.064"
"1","421","182","Jamie Leweling","Stuttgart","23","9.0","2","1","152","15","14","396","5936","0.034"
"1","674","161","Michel-Ange Balikwisha","Royal Amberes","23","9.0","2","1","1","0","0","0","90","0.019"
"1","48","45","Anass Zaroury","Burnley","23","9.0","2","1","137","27","14","300","8106","1.2"
"1","940","175","Veljko Birmancevic","Sparta Praga","26","9.0","2","1","5","2","1","186","371","0.037"
"1","529","179","Keito Nakamura","Stade Reims","24","9.0","2","1","196","60","20","187","11232","0.189"
"1","823","143","Rony","Palmeiras","29","9.0","2","0","45","9","4","258","2321","1.7"
"1","829","68","Rubén Vargas","FC Augsburgo","25","9.0","2","1","253","52","33","312","16214","0.019"
"1","498","11","Jota","Al-Ittihad","25","9.0","2","0","224","50","46","261","13025","0.254"
"1","477","152","Jonathan Bamba","RC Celta","28","9.0","2","1","324","49","52","488","23911","0.193"
"1","672","8","Michael Olunga","Al-Duhail SC","30","9.0","2","0","3","3","0","90","270","0.205"
"1","661","198","Maxwel Cornet","West Ham","27","9.0","2","1","346","62","37","289","17946","0.389"
"1","354","84","Hakim Ziyech","Galatasaray","31","9.0","2","1","1","0","0","0","60","11.4"
"1","17","83","Adama Traoré","Fullham","28","9.0","2","1","391","33","60","676","22317","2.8"
"1","576","167","Lucas Ocampos","Sevilla FC ","30","9.0","2","1","511","96","52","345","33089","0.911"
"1","946","163","Vincenzo Grifo","SC Friburgo","31","9.0","2","1","400","108","104","270","29168","0.096"
"1","111","5","Bertrand Traoré","Ajax FC","28","9.0","2","1","1","1","0","10","10","0.395"
"1","626","196","Marvin Ducksch","Werder Bremen","30","9.0","2","1","423","211","99","149","31458","0.065"
"1","34","138","Alexandre Lacazette","Olimpic Lyon","33","9.0","2","1","555","253","87","156","39365","0.005"
"1","504","61","Julien Duranville","Dormunt","18","8.5","2","1","23","2","4","448","896","0.066"
"1","747","103","Osame Sahraoui","LOSC Lille","23","8.5","2","1","1","0","0","0","4","0.022"
"1","725","193","Nicolas Pépé","Villareal CF","29","8.5","2","1","323","92","47","223","20494","1.2"
"1","598","190","Mahmoud Trezeguet","Trabzonspor","29","8.5","2","0","2","1","0","161","161","9.6"
"1","675","84","Michy Batshuayi","Galatasaray","30","8.5","2","0","1","0","0","0","45","3.1"
"1","711","92","Nathan Fernandes","Gremio","19","8.0","1","0","32","3","1","300","899","0.002"
"1","580","62","Luciano Rodríguez","EC Bahia","21","8.0","1","0","24","8","0","226","1810","0.177"
"1","497","143","José Manuel López","Palmeiras","23","8.0","1","0","42","16","5","154","2456","0.488"
"1","618","104","Marin Ljubicic","Lask","22","8.0","1","1","2","0","0","0","159","0.0"
"1","64","147","Ange-Yoan Bonny","Parma","20","8.0","1","1","94","10","11","400","3996","0.011"
"1","339","15","Giovani","Al-Sadd SC","20","8.0","1","0","45","6","7","223","1938","0.302"
"1","140","5","Carlos Forbs","Ajax FC","20","8.0","1","1","2","0","0","0","143","0.099"
"1","641","148","Matheus Saldanha","Partizan ","24","8.0","1","1","3","3","0","90","270","0.501"
"1","630","172","Matej Jurasek","Slavia Praga","20","8.0","1","1","2","0","0","0","82","0.022"
"1","318","102","Gabriel Pec","LA Galaxy","23","8.0","1","0","27","11","10","199","2192","1.0"
"1","584","121","Luis Henrique","Marsella","22","8.0","1","1","163","10","15","743","7433","0.274"
"1","847","173","Samuel Edozie","Southampton","21","8.0","1","1","123","20","14","351","7019","0.097"
"1","304","192","Fran Pérez","Valencia FC","21","8.0","1","1","81","4","4","1023","4092","0.02"
"1","566","98","Liam Delap","Ipswich","21","8.0","1","1","139","60","18","146","8783","0.204"
"1","571","106","Loum Tchaouna","Lazio","20","8.0","1","1","96","17","11","327","5560","0.051"
"1","883","7","Soufiane Rahimi","Al-Ain","28","8.0","1","0","241","88","79","219","19257","2.0"
"1","91","75","Ayase Ueda","Feyenoord","25","8.0","1","1","1","0","1","0","21","0.26"
"1","696","130","Mousa Tamari","Mountpellier","27","8.0","1","1","201","34","24","436","14817","1.0"
"1","924","90","Tomas Cvancara","Gladbach","23","8.0","1","1","184","67","14","156","10431","0.0"
"1","868","113","Sergey Pinyaev","Lokomotiv Moscu","19","8.0","1","1","4","1","1","233","233","0.074"
"1","277","133","Evann Guessand","Niza","23","8.0","1","1","171","29","13","293","8493","0.034"
"1","702","17","Musa Barrow","Al-Taawoun","25","8.0","1","0","241","81","43","185","15004","0.121"
"1","443","58","Jesús Ferreira","Dallas","23","8.0","1","0","15","4","4","234","394","0.045"
"1","105","100","Benjamín Garré","KS Samara","24","8.0","1","1","2","0","0","0","140","0.041"
"1","96","173","Ben Brereton Díaz","Southampton","25","8.0","1","1","273","64","24","267","17066","1.2"
"1","429","155","Javi Puado","RSD Espanyol","26","8.0","1","1","203","52","20","261","13581","0.117"
"1","155","115","Chiedozie Ogbene","Luton","27","8.0","1","1","251","33","35","516","17027","0.05"
"1","119","128","Brandon Vazquez","Monterrey","25","8.0","1","0","6","0","0","0","136","0.139"
"1","773","58","Petar Musa","Dallas","26","8.0","1","0","27","14","2","159","2225","0.108"
"1","441","35","Jesper Karlsson","Bolonia","26","8.0","1","1","302","106","56","203","21547","0.051"
"1","384","156","Isi Palazón","Rayo Vallecano","29","8.0","1","1","354","53","23","426","22597","0.046"
"1","783","15","Rafa Mujica","Al-Sadd SC","25","8.0","1","0","197","61","11","197","12046","0.041"
"1","509","179","Junya Ito","Stade Reims","31","8.0","1","1","373","64","96","457","29246","0.664"
"1","80","130","Arnaud Nordin","Mountpellier","26","8.0","1","1","240","43","19","323","13884","0.032"
"1","784","97","Rafael Borré","Internacional","28","8.0","1","0","14","4","1","288","1153","1.6"
"1","704","91","Myrto Uzuni","Granada SF","29","8.0","1","1","304","112","41","215","24086","0.101"
"1","401","94","Jacob Bruun Larsen","Hoffenhein","25","8.0","1","1","231","57","42","203","11570","0.131"
"1","217","9","Demarai Gray","Al-Ettifaq","28","8.0","1","0","367","42","34","507","21275","0.319"
"1","303","139","Fran Navarro","Oporto FC","26","8.0","1","1","1","0","0","0","37","0.047"
"1","810","90","Robin Hack","Gladbach","25","8.0","1","1","264","85","48","218","18520","0.056"
"1","204","38","David Brooks","Bournemouth","27","8.0","1","1","176","26","30","381","9918","0.131"
"1","312","77","Gabriel Barbosa","Flamengo","27","8.0","1","0","22","4","1","165","658","11.7"
"1","749","142","Oussama Idrissi","Pachuca","28","8.0","1","0","5","1","0","325","325","0.266"
"1","955","97","Wanderson","Internacional","29","8.0","1","0","31","3","3","672","2017","0.303"
"1","332","55","Georgios Giakoumakis","Cruz Azul","29","8.0","1","0","16","7","4","155","1087","0.168"
"1","945","161","Vincent Janssen","Royal Amberes","30","8.0","1","1","2","1","1","180","180","0.001"
"1","59","145","Andrija Zivkovic","Paok","28","8.0","1","1","3","0","0","0","124","0.164"
"1","854","168","Sardar Azmoun","Shabab Al-Ahli","29","8.0","1","0","1","1","0","59","59","5.9"
"1","294","143","Felipe Anderson","Palmeiras","31","8.0","1","0","7","0","0","0","383","0.793"
"1","969","171","Wissam Ben Yedder","Sin Equipo","33","8.0","1","0","513","259","78","138","35737","0.628"
"1","197","198","Danny Ings","West Ham","32","8.0","1","1","402","124","39","209","25931","0.737"
"1","808","6","Roberto Firmino","Al-Ahli","32","8.0","1","0","587","177","118","237","41883","16.0"
"1","668","163","Michael Gregoritsch","SC Friburgo","30","8.0","1","1","450","106","35","243","25805","0.075"
"1","240","186","Duván Zapata","Torino","33","8.0","1","1","457","168","68","182","30609","0.621"
"1","911","30","Thomas Müller","Bayern Munich","34","8.0","1","1","795","284","273","207","58659","14.8"
"1","433","63","Jean-Mattéo Bahoya","Eintracht","19","7.5","1","1","52","12","5","160","1920","0.014"
"1","609","50","Marc Guiu","Chelsea FC","18","7.5","1","1","32","10","4","137","1370","1.7"
"1","308","122","Franculino","Midtjylland","20","7.5","1","1","6","2","2","189","678","0.013"
"1","6","42","Abdallah Sima","Brighton","23","7.5","1","1","130","46","13","178","8178","0.111"
"1","752","160","Pablo Solari","River Plate","23","7.5","1","0","26","5","5","318","1590","1.0"
"1","987","47","Zito Luvumbo","Cagliari","22","7.5","1","1","122","25","19","292","7291","0.229"
"1","602","176","Manfred Ugalde","Spartak Moscu","22","7.5","1","1","4","4","0","69","275","0.067"
"1","296","52","Ferran Jutglà","Club Brujas","25","7.5","1","1","3","0","0","0","141","0.249"
"1","660","185","Maximiliano Araújo","Toluca","24","7.5","1","0","4","2","0","89","178","0.178"
"1","27","176","Aleksandr Sobolev","Spartak Moscu","27","7.5","1","1","1","0","0","0","67","0.22"
"1","666","26","Meschack Elia","BSC Young Boys","26","7.5","1","1","4","0","0","0","244","0.129"
"1","162","76","Christian Kouamé","Fiorentina","26","7.5","1","1","331","54","49","363","19600","0.186"
"1","681","32","Milot Rashica","Besiktas","28","7.5","1","1","1","0","0","0","86","0.848"
"1","179","165","Cristian Arango","Salt Lake","29","7.5","1","1","25","17","5","112","1912","0.174"
"1","768","203","Pedro","Zenit","18","7.0","1","1","4","3","0","52","156","0.0"
"1","203","122","Darío Osorio","Midtjylland","20","7.0","1","1","6","1","0","315","315","0.238"
"1","472","78","John Kennedy","Fluminese","22","7.0","1","0","23","3","0","361","1083","1.0"
"1","943","181","Viktor Djukanovic","Standard Lieja","20","7.0","1","1","12","2","1","278","556","0.011"
"1","572","45","Luca Koleosho","Burnley","19","7.0","1","1","35","4","1","458","1831","0.014"
"1","908","150","Thiago Borbas","RB Bragantino","22","7.0","1","0","47","11","2","224","2464","0.009"
"1","638","37","Matheus Nascimento","Botafogo","20","7.0","1","0","9","0","2","0","288","0.144"
"1","743","98","Omari Hutchinson","Ipswich","20","7.0","1","1","123","36","32","229","8246","0.354"
"1","319","14","Gabriel Pereira","Al-Rayyan SC","23","7.0","1","0","2","0","2","0","159","0.335"
"1","952","150","Vitinho","RB Bragantino","25","7.0","1","0","40","4","4","523","2091","0.118"
"1","124","34","Brian Aguirre","Boca Juniors","21","7.0","1","0","24","2","2","682","1363","0.118"
"1","622","78","Marquinhos","Fluminese","21","7.0","1","0","24","2","2","858","1715","7.0"
"1","525","118","Kayky","Manchester City","21","7.0","1","1","89","12","10","334","4010","0.171"
"1","637","37","Matheus Martins","Botafogo","21","7.0","1","0","1","0","0","0","18","0.125"
"1","625","95","Martín Satriano","Inter","23","7.0","1","1","127","28","15","283","7912","0.072"
"1","320","56","Gabriel Veron","Cruzeiro Sporte Clube","21","7.0","1","0","21","4","1","255","1020","1.0"
"1","655","93","Matías Arezo","Grêmio Foot-Ball Porto Alegrense","21","7.0","1","0","4","0","0","0","52","0.141"
"1","187","72","Daan Rots","FC Twente Enschede","23","7.0","1","1","143","33","16","259","8553","0.017"
"1","440","43","Jeremy Sarmiento","Brighton & Hove Albion","22","7.0","1","1","81","8","4","335","2677","0.777"
